1001
Daedalus, Stephen
213,0.17361789813284945
214,-0.053742715663464946
215,-0.6877083547426408
216,-0.7493931247528794
217,0.22835330748400195
218,0.8695302092271266
219,-0.5447707723497905
220,1.001200045674719
221,0.5005322413742699
222,-0.9695667697099147
223,-0.6346572670415895
224,0.9611318933445733
225,0.0407374980719057
226,-0.3966037498928003
227,-0.6805811822859148
228,-0.39461363188071663
229,0.7180827226300254
230,0.23821339209266396
231,0.6424457308990986
232,0.6998068512023191
233,0.708741365817072
234,-0.5020325239607648
235,-0.7199251495398447
236,0.802915188842182
237,0.14141773073656463
238,1.1578035477026005
239,-0.2180012925476591
240,-1.9796779985057102
241,-0.713815706969786
242,1.6568212518105558
243,0.0016465597440410388
244,0.19539264375305831
245,-0.6926421340284146
246,-0.21499943642824332
247,1.3406585170290257
248,-1.6870800495468834
249,0.23503838003433125
250,-1.0463630858384096
251,1.5978264394460064
252,0.545258109128646
253,-0.8959635486577897
254,-0.1382182965390735
255,0.7641195430259542
256,-1.0961421651759442
257,-0.24522643071403002
258,1.0554537493465126
259,0.046110420109835806
260,-1.0483534305694426
261,0.2557221507589879
262,-0.7512653251528397
263,-1.7465834507319222
264,-1.1936310061341378
265,0.22517494467059376
266,0.5617133632219566
267,0.7729642182928721
268,0.7869912709571227
269,-1.1179534876646553
270,0.36466578666524413
271,2.9882752981082685
272,1.2344778699363597
273,0.47492645553773344
274,0.7621246730055147
275,-0.6419931892134446
276,1.269826541590048
277,-0.6390524189718265
278,0.7597278503519697
279,-1.4167757032757051
280,-0.43773742258795084
281,-0.3703745654997928
282,-0.9425501452326956
283,1.1782219340759272
284,0.7486177855467053
285,-0.059737125820490886
286,0.5041664033322373
287,-2.988558450836056
288,-0.11877171231674315
289,0.6103139323300667
290,0.006422214817439876
291,0.4389146961928185
292,0.5642071847821503
293,0.9026122856740079
294,-0.1275925306303528
295,-0.40955908856168005
296,-0.04605874398881899
297,0.6320854057301113
298,-0.9866100197331448
299,-1.1773305357365935
300,0.14703478617809498
301,-0.388749259286997
302,-0.43906165025187893
303,-0.3962920208694543
304,-0.14037407186765732
305,0.15741752736055445
306,-1.0537458488525948
307,0.09907825649385175
308,-0.20829541100761423
309,0.658144562441631
310,1.2332867182123506
311,-0.2518310710644
312,-0.47289985285041986
313,0.49543566305454495
314,1.040056307393561
315,0.042074758238254115
316,0.25251166060941765
317,-1.0862352736327663
318,1.3982990762131782
319,0.6657974218874297
320,2.2375086044939265
321,-0.8335726630328094
322,-0.03155588874848898
323,-0.30134125427112535
324,-0.7130888624947898
325,0.6711612007649651
326,-0.7945734805160984
327,0.4223121493393251
328,0.30592980206902876
329,-0.5611410924073337
330,-0.0017680664814804018
331,2.129107645712172
332,-0.9057072229817607
333,0.7481880177040487
334,0.20564725430344305
335,0.03861937013001807
336,1.180797587509516
337,0.8316282301748039
338,1.621521942603348
339,-0.5807643154888069
340,0.14105857949377723
341,1.2342792973850578
342,0.9952808218193543
343,-0.14163962470172187
344,-0.48374092690191706
345,-0.22914257307770974
346,1.2772733485474876
347,0.053290255504166044
348,0.560377247181252
349,0.2541541018498663
350,-1.7709160339343266
351,0.4451862495592108
352,-0.8550026383822058
353,-0.619009931429892
354,0.2761101013706683
355,-1.0964799241517962
356,0.25505985490715255
357,1.1447966323950052
358,-0.2736763943406457
359,0.0012405191518177648
360,1.7892690447650657
361,-1.0505817834898719
362,0.27301646784876427
363,-1.2465305032371063
364,0.5024372066971994
365,-0.6364681372564013
366,0.4121360793825002
367,1.7727006513514123
368,0.20504881875260272
369,1.162913623680163
370,1.2928390348022096
371,2.3567935126570916
372,-0.8518212796779429
373,-0.22147450654636885
374,1.711957884422737
375,0.20261499067210798
376,-0.977404917897866
377,0.019178893334649047
378,0.1710410643037034
379,-0.3874505851478551
380,0.5395046803209245
381,-0.012935263341335821
382,-0.7549998081459138
383,1.1851187231247156
384,0.34867457529109547
385,0.8106504704332417
386,-0.05293217359409578
387,1.630934159575954
388,-1.203341288617936
389,1.4420719556665265
390,0.33139798198408
391,1.9626140625250137
392,1.504065694042615
393,-0.7587854296918357
394,-1.0374441894499753
395,-0.6586504047220757
396,-0.015764488241123666
397,-0.804583697647964
398,-0.5477998768301946
399,1.3877882017532008
400,0.12247787616885447
401,-0.69910091845416
402,-1.2837528759351142
403,0.38421194971453687
404,-0.5599658576277079
405,-0.509966637596819
406,-1.128279662865927
407,0.9366101925274508
408,-2.018570513597356
409,0.38474337593771946
410,1.4305284826455424
411,0.9802067562337209
412,0.9388259918370941
413,0.5918580477074981
414,-0.14823486353982612
415,1.973732150293996
416,0.5179867243255031
417,1.1449164876004314
418,-1.0702338007597605
419,0.2694461302467031
420,-0.11603256999931853
421,-0.2667948869183224
422,1.6499655419534809
423,2.048557800723374
424,2.5855705571654033
425,-0.5424345594634759
426,1.4343916432328236
427,-0.8246959226812952
428,0.26975167430147234
429,2.3213977167410116
430,0.7078050228373752
431,-1.6185722920712264
432,0.8777363833144215
433,0.37296918592564343
434,-1.0831170582474727
435,0.37292098470993057
436,-0.3331241410106831
437,0.7263282603909551
438,-1.6950526137228397
439,-0.8933139167407714
440,0.4655228483028135
441,-0.13301296645004906
442,0.7361304495365536
443,-1.0749109965870962
444,-1.4795439406009556
445,-0.8669800767644529
446,-0.04776845734791317
447,-0.4625392687028241
448,-1.3208233002441536
449,-0.9945058449337385
450,0.6091538435168006
451,0.7411511203926929
452,0.4559326127309629
453,0.8390441597629886
454,-0.4131441452839499
455,-1.5706465526887747
456,1.4395583598255
457,-0.6767683476993027
458,0.36359701454713633
459,0.6984334610226246
460,-0.866764382680256
461,-1.4270939048616367
462,0.15602272556060393
463,-0.031066978031826745
464,0.20967644182770045
465,2.070049618993062
466,-1.5017839294542936
467,0.403958698280935
468,-1.3290428725447023
469,-0.1188849333925456
470,-0.24642480987111826
471,1.0803168891633401
472,-0.01112021920263802
473,0.13277210787513846
474,-1.1134851636053387
475,-0.1815498415134925
476,-1.0653280462458858
477,0.4344714008956565
478,1.6985852395043117
479,0.32230476168036865
480,-0.3632727489085205
481,-0.03574869306542814
482,0.5959803862402798
483,1.0060190710001673
484,-1.1685141664753993
485,-0.46926238894115885
486,0.771609470456713
487,0.6129053345829603
488,-1.0237007372913243
489,1.945441184357874
490,0.38498707445698954
491,1.3504880349345378
492,-0.18367056907778695
493,-0.40293256812139794
494,1.2934820561236535
495,0.7137135118578749
496,-1.01935020603144
497,-1.5161168669316232
498,0.060134639022504634
499,-1.3550179484605938
500,-0.20529259492522167
501,-1.1451277445561736
502,-0.14779794516963166
503,1.5824314003206463
504,-0.9295387957125518
505,-0.3615048932335037
506,0.6759387024040724
507,1.2622325081108776
508,-0.3523353095912597
509,0.7734127084080373
510,0.18530363240698663
511,1.3445335389769073
512,0.7056564329915869
513,0.1775579146939005
514,1.1592169926853124
515,-0.7735040642402679
516,2.3158642033262984
517,2.035756808375769
518,-0.22347019405850202
519,0.3357944662812221
520,0.29220049776916573
521,-1.3611024471818478
522,0.932117441245447
523,0.8919238372331559
524,-1.5280034610663078
525,0.36876754694549524
526,0.6146343423247276
527,0.08828536913506232
528,0.4265262675983228
529,-0.9012361597451025
530,0.13193098634704725
531,-0.9789582646663633
532,-0.725047915188932
533,0.6571192445307298
534,0.2982011036056737
535,-0.8671599698307567
536,-0.3301687880179766
537,0.08685520010001002
538,-0.7497057960400856
539,0.5038536570318806
540,0.3549157578426717
541,-2.056013319303643
542,-1.4002262192684154
543,0.9341837397003898
544,0.622070743004943
545,-0.702820488243461
546,1.0299652335653415
547,1.413330579624111
548,0.4138965101398095
549,1.4648450910113857
550,1.1099913157770145
551,-0.11932478147428771
552,0.09591420662368606
553,-0.5571682922246589
554,0.8264962408311066
555,-0.483206857427965
556,-0.1332322753591668
557,1.5743863535721472
558,0.3860310208520672
559,0.3966163027138035
560,-0.16615236842344308
561,0.16486386656855337
562,0.28694896679297677
563,1.511446277058858
564,0.4652531597923138
565,-0.48561374135403396
566,-0.2486978260540887
567,-0.4310862949725926
568,-0.6813487908858998
569,-0.6529824718380663
570,1.5618343967772312
571,0.17619943993682488
572,1.5609991009186954
573,0.6822976092614861
574,0.17048686964103438
575,0.49621846771520445
576,1.5950811445779551
577,-1.07076722636157
578,0.28337438256387637
579,-1.2320963735273804
580,0.16286048749762672
581,0.5842220160399725
582,1.2952790948669726
583,-0.22699585785454213
584,0.566569987303044
585,1.0142569900609384
586,-0.3495778603532058
587,1.5325241773603582
588,-2.1809074346819735
589,1.410361212018463
590,-0.12728893117852277
591,-0.03214407936035808
592,-1.5768689560020293
593,0.010910302843752651
594,0.37316510471046466
595,-0.6145347160505857
596,-1.1947043758563145
597,0.17324631344558247
598,0.2759442128624337
599,1.378548805416825
600,-1.2018277151958845
601,-0.026658936063261408
602,0.5949450768779004
603,-2.344284566495954
604,0.8487198974719659
605,-0.08393624573290394
606,-1.6991178915276692
607,-0.005708442168839537
608,-0.23499014733699183
609,1.3091099169429772
610,-0.7024253020676166
611,0.9396347885220536
612,-0.00781376451223814
613,0.6875036673053105
614,0.10701470570303577
615,0.44042443840050466
616,0.10726967208093113
617,-0.5228798185461142
618,0.9100110912441323
619,1.972946499314173
620,0.15226715729881588
621,-1.174072395280165
622,-0.013274181227360087
623,-0.66709023618408
624,0.5201942892003085
625,-1.5789755830982786
626,-1.5886752192375937
627,0.3180615260061305
628,0.3138425993859456
629,1.483102854852737
630,0.12140002837771566
631,-1.110353991189599
632,0.7700053004017449
633,0.8155721400355465
634,0.39772924513227054
635,-1.1136259697494555
636,-0.7693798880609104
637,0.3270368876132186
638,1.818103443487734
639,0.31748280899502546
640,-0.8851356129721679
641,-0.4620602539874439
642,-0.5854422236685819
643,2.3405648474116867
644,1.024596151412158
645,-0.1207592066559516
646,1.0853010538289696
647,1.3748292119381196
648,-0.8417797337646271
649,-0.3449571361358442
650,1.1414954912380986
651,-0.26718541388649597
652,1.290482618026522
653,-2.99773725460219
654,-0.1667963790627315
655,0.7566818777732659
656,1.3398114471660296
657,-0.23515986300017055
658,2.1361176559860655
659,1.7139835235593108
660,0.8193635152792753
661,-1.1566043484867465
662,0.12036333541108453
663,-0.6915974216169704
664,-0.7352295257594268
665,-0.12797182749817332
666,0.6904020579218615
667,0.9008259806811426
668,1.4577484960625395
669,-1.6627160074590037
670,-1.3580425866460994
671,0.16084140704015173
672,0.4649366362101276
673,-1.6577090015269407
674,0.3669628729844174
675,0.1277512793253857
676,-1.1277194765127583
677,0.538672919451286
678,1.4159829044960694
679,-1.7798653643134155
680,-0.27463119043789763
681,0.49968013891170276
682,-0.7577975592220798
683,-1.4509869432058358
684,-0.6480039352449142
685,0.7217580092041552
686,2.348159485039906
687,-0.33725120169961664
688,0.028741137612698992
689,-0.19138048657934265
690,1.7263492345362101
691,-0.4202831774929844
692,0.6397314147982638
693,0.4453197422485358
694,0.22273598935051478
695,1.877781963410942
696,-1.6195215392161855
697,-0.9204011899693892
698,1.2686820374654437
699,0.003854309362784161
700,0.4202730238542254
701,-0.4353860097258837
702,0.017189156708818588
703,-0.5831850014425116
704,0.5915095415010363
705,-0.4895546641437393
706,0.5235649352394913
707,0.0726255556970129
708,0.02798449447627649
709,-0.22966849623916508
710,-0.21350871502829583
711,-0.011827405101090902
712,0.530018630083971
713,-1.0092638157493599
714,0.5296163484856791
715,1.683141483173326
716,-0.3489100419711339
717,-2.853366141780656
718,-0.6212989898661663
719,0.5391224600478383
720,-0.843531464693309
721,0.23292064324512252
722,-0.5488863138213432
723,0.4493515477002555
724,-0.5862070053044702
725,1.9549383411113719
726,-0.1008408968497881
727,0.6204580580845449
728,-0.2652249744976099
729,2.6211136943969744
730,-0.3394016230439839
731,0.5390795812217505
732,0.9413944346655085
733,-1.3695925079146403
734,0.2277798962043653
735,0.17564670051159734
736,0.06959456085371242
737,-1.3847932184344465
738,-0.47248526326208773
739,0.25616680674644715
740,-0.0635299818655088
741,0.40778351224150267
742,-0.6289732043906728
743,0.3626844122464851
744,1.7452720526592587
745,-0.2128085065955237
746,-0.7353750931086838
747,-0.49742012184466383
748,-0.07572953960974954
749,0.8623517036906097
750,-1.5089538070756985
751,2.5018791003606227
752,0.41900313485007196
753,0.24259248279182216
754,0.4429343823138339
755,-0.5622978081675244
756,-0.34617778775194563
757,0.2774203751816134
758,-2.4729576309422217
759,-2.224911327762374
760,-1.1762028943204283
761,0.28667473932630094
762,-3.235601003150509
763,-0.08316142797109721
764,-0.5131127464397144
765,-0.04519823958538383
766,-0.27209287139364774
767,-2.079983408182584
768,3.740252024436115
769,0.3304091655292916
770,-0.6044869871907438
771,0.3835418788762359
772,0.7686742948073444
773,-0.7459118002506214
774,0.5737113814975827
775,-1.0135229155124905
776,-0.8335806065008955
777,0.0833780096750957
778,-0.6187908040734997
779,-1.4539118202979848
780,-0.07737441250546971
781,0.09749271130165019
782,-0.673256557616675
783,2.7468964040494983
784,-0.796234593504667
785,-1.0991453593312208
786,-0.2644432451203562
787,0.5287525160430268
788,0.8090298684822871
789,1.6778632013329733
790,-0.5400175910338505
791,1.8920500763953656
792,0.5444665939506657
793,1.1099919030035856
794,0.4703651840227766
795,-0.17586538000639432
796,-1.0582561118174951
797,2.2357622483902633
798,0.08796554307254915
799,-1.2237447263531425
800,-1.8650232890335834
801,0.8062762622731316
802,-0.18624359021382644
803,-0.2928266528634886
804,-1.5163458592578314
805,0.4240878966444463
806,-0.16963860068533965
807,0.4042558589946583
808,-0.4438609155118629
809,-0.46546867754456583
810,0.35130220006869245
811,0.8877918313021953
812,1.2610610309773922
813,0.004685982734665753
814,-0.2967092147980628
815,-0.21081368420849078
816,-0.9292906670572172
817,-1.4594288131236002
818,-1.297503479839746
819,0.573429410922157
820,-2.0554770322276763
821,-1.0155085647086617
822,1.4648823429762037
823,-1.080767946321585
824,-0.489779476811805
825,-1.2916064321623495
826,0.2243933817109404
827,-0.5469956521829714
828,2.268909740460714
829,1.5266895345861988
830,-1.835005464402204
831,-0.30915958220038353
832,-0.16014334400329955
833,0.011538168822911917
834,1.1449158220862896
835,0.008046297599108146
836,-0.9499287658540059
837,0.20385001771515188
838,0.9698407151326753
839,0.666070416508248
840,-0.07348460906635271
841,-0.44584392941730167
842,-0.3982343347099585
843,0.6432444623314877
844,0.7611143243465626
845,0.02283055596629219
846,0.21798558976830792
847,0.8926130573919204
848,1.8028842165924204
849,0.9222556458437555
850,0.40253613604574484
851,-2.3432747362509345
852,-0.5056472702464616
853,0.22297594068390486
854,0.2836102337839661
855,1.0756786020392135
856,0.3348842407229744
857,-0.9368392019507625
858,-1.185923192721544
859,-1.2052362666525038
860,-0.6268317764491516
861,0.27004177081404657
862,-1.585610556100825
863,2.180133822240508
864,-1.013504808214035
865,-1.5517264400075579
866,-1.6208492651808275
867,-0.9495441748893185
868,-0.2822576411015111
869,0.4975180107994287
870,1.1834430401742986
871,1.0638178506121385
872,0.06051192826031763
873,-0.1650669897122584
874,-1.2818381188245527
875,1.1917652091611661
876,0.4246925308679687
877,0.3668340626528996
878,0.31135186633911477
879,-1.3088812707178392
880,0.7913809095597167
881,1.2326567252363412
882,-0.6196613745513089
883,0.9616518985465468
884,0.21213754306045318
885,-0.32888744614569354
886,1.678887978446459
887,2.3938682528494537
888,-0.9121046427501076
889,1.0150925937158468
890,-0.0991023522541312
891,0.5731452631033682
892,0.64878652762512
893,-0.5200513491826737
894,1.4761116662441105
895,-0.28212223288875266
896,0.31573565456101416
897,-0.034846754657130656
898,-1.4764466121622453
899,-1.080122406471749
900,0.6535254231535526
901,-0.7465883238363876
902,1.0156016593404225
903,-1.6369590693672442
904,0.6188425148731133
905,1.9808641937817715
906,1.4697705582870377
907,1.7768527309098006
908,0.08001364260367265
909,0.11660418701118057
910,0.08608191094069505
911,-0.7506357387817469
912,0.3361091753016543
913,-0.2579062659236834
914,-2.2895472164815396
915,-0.7471966451467239
916,0.3057553309950156
917,0.7340894919808256
918,-1.092969400397996
919,1.0394208292201546
920,-1.4589908068949413
921,0.2911707468945538
922,-0.8244006198210285
923,-1.1999584821309943
924,-0.3227501134562669
925,-0.4349120628313386
926,0.08857008618184976
927,0.690034018267756
928,-0.624317618170449
929,1.1488154210197934
930,-0.41363512710059835
931,1.737920161351894
932,1.855063749557536
933,0.3226936760528572
934,0.35594466995854185
935,-1.5746821782704856
936,-0.13200542476880214
937,-0.24754075838794865
938,-1.1460906039792091
939,0.016518290370282355
940,-2.3190561894700314
941,-0.47525119304581265
942,-0.8333708247613268
943,-0.08107811119381679
944,0.19675327286082606
945,0.08172023312386797
946,-1.6181734450476366
947,0.47725257718012765
948,-0.5920988805433595
949,-1.6599579193452296
950,0.8436811867258855
951,-0.043121520102187706
952,-0.47507269814564645
953,0.6475298385400874
954,-2.068378200462275
955,1.6963965628628312
956,1.356483494861099
957,-0.489810141167448
958,1.292572714706406
959,-0.6115129083125701
960,-0.09852621689849532
961,0.16969039715083784
962,1.4290744252238041
963,-0.5662824918945765
964,-0.3616383528427501
965,-0.7640722006462787
966,1.780189269057816
967,-1.755672730634461
968,0.6095625955221203
969,-0.5422479425931923
970,-0.5193018845165367
971,0.6325767738279306
972,-0.14213251367562285
973,0.10507586846584667
974,1.7868668689782292
975,0.17351892719198575
976,-0.3572429347686591
977,0.7574237736689394
978,0.2215232936125187
979,0.535168483167833
980,0.2823597202812488
981,-1.9618231695681905
982,0.29474747086124625
983,-0.9495224441426595
984,2.338021768887628
985,0.2683311193382392
986,0.7122794431613377
987,-0.6186877089280844
988,-0.9387120689732826
989,-0.6568055674000554
990,-0.6239009291541341
991,0.9311070130730086
992,-0.245749591411082
993,0.5316090252057255
994,0.28699511484531237
995,-0.27797923666822155
996,0.6608539582828568
997,1.3285563589885157
998,2.7908818724823927
999,-0.059575964766062396
